state,district,year,week_number,bio_update_child,demo_update_child,update_backlog_child,is_anomaly,anomaly_score,shesd_bio_anomaly,shesd_demo_anomaly,combined_anomaly
Tamil Nadu,Thiruvallur,2026,1,16,-1,-17,0,0.18895496024527814,0,0,0
Tamil Nadu,Thiruvarur,2026,1,255,41,-214,0,0.21949907696507798,0,0,0
Tamil Nadu,Thoothukkudi,2026,1,372,64,-308,0,0.21262505724025382,0,0,0
Tamil Nadu,Tiruchirappalli,2026,1,483,105,-378,0,0.2119208328280201,0,0,0
Tamil Nadu,Tirunelveli,2026,1,435,119,-316,0,0.21240359462776792,0,0,0
Tamil Nadu,Tirupathur,2026,1,0,0,0,0,0.22883769135250992,0,0,0
Tamil Nadu,Tirupattur,2026,1,43,14,-29,0,0.22744819110910486,0,0,0
Tamil Nadu,Tiruppur,2026,1,543,126,-417,0,0.21499551484887147,0,0,0
Tamil Nadu,Tiruvallur,2026,1,676,137,-539,0,0.18762772966647007,0,0,0
Tamil Nadu,Tiruvannamalai,2026,1,347,62,-285,0,0.22225747833466314,0,0,0
Tamil Nadu,Tiruvarur,2025,49,0,0,0,0,0.22883769135250992,0,0,0
Tamil Nadu,Tuticorin,2025,52,-1,0,1,0,0.22023305520082254,0,0,0
Tamil Nadu,Vellore,2026,1,533,105,-428,0,0.21619784312778156,0,0,0
Tamil Nadu,Villupuram,2026,1,562,65,-497,0,0.21632728435787812,0,0,0
Tamil Nadu,Viluppuram,2026,1,134,29,-105,0,0.2154916426955793,0,0,0
Tamil Nadu,Virudhunagar,2026,1,184,77,-107,0,0.21506027241436904,0,0,0
Tamilnadu,Chennai,2025,52,-1,0,1,0,0.22023305520082254,0,0,0
Telangana,Adilabad,2026,1,134,24,-110,0,0.2134258625873161,0,0,0
Telangana,Bhadradri Kothagudem,2026,1,50,18,-32,0,0.22371904628464595,0,0,0
Telangana,Hanumakonda,2026,1,-1,-1,0,0,0.22509819554917515,0,0,0
Telangana,Hyderabad,2026,1,473,73,-400,0,0.16156264409808951,0,0,0
Telangana,Jagitial,2026,1,15,-1,-16,0,0.1915331328073912,0,0,0
Telangana,Jangaon,2026,1,0,0,0,0,0.22883769135250992,0,0,0
Telangana,Jangoan,2026,1,21,-1,-22,0,0.17029077805846682,0,0,0
Telangana,Jayashankar Bhupalpally,2026,1,11,-1,-12,0,0.19646110961624125,0,0,0
Telangana,Jogulamba Gadwal,2026,1,24,-1,-25,0,0.16179090781797456,0,0,0
Telangana,K.v. Rangareddy,2026,1,486,91,-395,0,0.1882125981937794,0,0,0
Telangana,Kamareddy,2026,1,42,-1,-43,0,0.1329092913699862,0,0,0
Telangana,Karimnagar,2026,1,209,38,-171,0,0.21769272796498546,0,0,0
Telangana,Khammam,2026,1,115,29,-86,0,0.2206690960215788,0,0,0
Telangana,Komaram Bheem,2026,1,25,10,-15,0,0.2244728845636137,0,0,0
Telangana,Mahabubabad,2026,1,19,-1,-20,0,0.16939669510815997,0,0,0
Telangana,Mahabubnagar,2026,1,332,79,-253,0,0.21227652815577258,0,0,0
Telangana,Mancherial,2026,1,54,-1,-55,0,0.10409673561278315,0,0,0
Telangana,Medak,2026,1,209,25,-184,0,0.2136095547892371,0,0,0
Telangana,Medchal Malkajgiri,2025,27,0,0,0,0,0.18904964036488325,0,0,0
Telangana,Medchal-malkajgiri,2026,1,49,53,4,0,0.21356241636483914,0,0,0
Telangana,Medchal?malkajgiri,2026,1,-1,0,1,0,0.22023305520082254,0,0,0
Telangana,Medchalâmalkajgiri,2025,52,0,0,0,0,0.22883769135250992,0,0,0
Telangana,Medchal−malkajgiri,2026,1,30,-1,-31,0,0.15645945642071202,0,0,0
Telangana,Mulugu,2026,1,14,11,-3,0,0.22431044078597484,0,0,0
Telangana,Nagarkurnool,2026,1,42,11,-31,0,0.22940114785962046,0,0,0
Telangana,Nalgonda,2026,1,225,55,-170,0,0.2165130697190626,0,0,0
Telangana,Narayanpet,2026,1,26,-1,-27,0,0.16194548974311745,0,0,0
Telangana,Nirmal,2026,1,24,17,-7,0,0.22493031866246982,0,0,0
Telangana,Nizamabad,2026,1,372,45,-327,0,0.2118027988566526,0,0,0
Telangana,Peddapalli,2026,1,26,-1,-27,0,0.16194548974311745,0,0,0
Telangana,Rajanna Sircilla,2026,1,13,-1,-14,0,0.19408901846760995,0,0,0
Telangana,Ranga Reddy,2025,27,0,0,0,0,0.210724794317862,0,0,0
Telangana,Rangareddy,2026,1,-1,-1,0,0,0.22509819554917515,0,0,0
Telangana,Sangareddy,2026,1,63,16,-47,0,0.22603370917161503,0,0,0
Telangana,Siddipet,2026,1,69,10,-59,0,0.2208522148063109,0,0,0
Telangana,Suryapet,2026,1,14,19,5,0,0.22414963206790284,0,0,0
Telangana,Vikarabad,2026,1,40,20,-20,0,0.22512777503583942,0,0,0
Telangana,Wanaparthy,2026,1,16,15,-1,0,0.20588481954375476,0,0,0
Telangana,Warangal,2026,1,130,26,-104,0,0.21983013371246496,0,0,0
Telangana,Warangal (urban),2026,1,0,0,0,0,0.22883769135250992,0,0,0
Telangana,Warangal Rural,2026,1,17,-1,-18,0,0.18506280074941667,0,0,0
Telangana,Warangal Urban,2026,1,25,-1,-26,0,0.16194548974311745,0,0,0
Telangana,Yadadri.,2026,1,32,-1,-33,0,0.14637149884543627,0,0,0
The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,2025,27,0,0,0,0,0.210724794317862,0,0,0
Tripura,Dhalai,2026,1,46,18,-28,0,0.22188499714957788,0,0,0
Tripura,Gomati,2026,1,45,41,-4,0,0.22752950023867546,0,0,0
Tripura,Khowai,2026,1,25,-1,-26,0,0.1590725582354373,0,0,0
Tripura,North Tripura,2026,1,78,14,-64,0,0.21648874321179512,0,0,0
Tripura,Sepahijala,2026,1,11,15,4,0,0.21829113138034822,0,0,0
Tripura,South Tripura,2026,1,57,27,-30,0,0.21988376332231285,0,0,0
Tripura,Unakoti,2026,1,14,-1,-15,0,0.19426764904649996,0,0,0
Tripura,West Tripura,2026,1,127,33,-94,0,0.2175039729097093,0,0,0
Uttar Pradesh,Agra,2026,1,377,144,-233,0,0.11555748399952398,0,0,0
Uttar Pradesh,Aligarh,2026,1,337,88,-249,0,0.16368523541659208,0,0,0
Uttar Pradesh,Allahabad,2026,1,314,132,-182,0,0.15058873010170687,0,0,0
Uttar Pradesh,Ambedkar Nagar,2026,1,177,65,-112,0,0.17206674188992027,0,0,0
Uttar Pradesh,Amethi,2026,1,144,59,-85,0,0.17410695103177826,0,0,0
Uttar Pradesh,Amroha,2026,1,185,48,-137,0,0.1776128726849721,0,0,0
Uttar Pradesh,Auraiya,2026,1,114,38,-76,0,0.19392763002071,0,0,0
Uttar Pradesh,Ayodhya,2026,1,14,18,4,0,0.22376217735958426,0,0,0
Uttar Pradesh,Azamgarh,2026,1,316,131,-185,0,0.09952798291448361,0,0,0
Uttar Pradesh,Baghpat,2026,1,91,29,-62,0,0.1958908463742115,0,0,0
Uttar Pradesh,Bagpat,2025,51,0,-1,-1,0,0.2072175282209182,0,0,0
Uttar Pradesh,Bahraich,2026,1,326,92,-234,0,0.11810266541652736,0,0,0
Uttar Pradesh,Ballia,2026,1,148,88,-60,0,0.13330405012007523,0,0,0
Uttar Pradesh,Balrampur,2026,1,201,43,-158,0,0.13600257717847292,0,0,0
Uttar Pradesh,Banda,2026,1,72,31,-41,0,0.18720397297477503,0,0,0
Uttar Pradesh,Bara Banki,2026,1,212,55,-157,0,0.19200663670542006,0,0,0
Uttar Pradesh,Barabanki,2026,1,-1,-1,0,0,0.22509819554917515,0,0,0
Uttar Pradesh,Bareilly,2026,1,219,112,-107,0,0.1245819643385273,0,0,0
Uttar Pradesh,Basti,2026,1,288,60,-228,0,0.13247522488669033,0,0,0
Uttar Pradesh,Bhadohi,2026,1,-1,-1,0,0,0.22481735249845247,0,0,0
Uttar Pradesh,Bijnor,2026,1,355,88,-267,0,0.1785886506221434,0,0,0
Uttar Pradesh,Budaun,2026,1,332,90,-242,0,0.16482490326492494,0,0,0
Uttar Pradesh,Bulandshahar,2026,1,-1,0,1,0,0.22194383929593559,0,0,0
Uttar Pradesh,Bulandshahr,2026,1,242,114,-128,0,0.11421734003656692,0,0,0
Uttar Pradesh,Chandauli,2026,1,99,68,-31,0,0.16764663474214037,0,0,0
Uttar Pradesh,Chitrakoot,2026,1,57,32,-25,0,0.15685372795090624,0,0,0
Uttar Pradesh,Deoria,2026,1,245,79,-166,0,0.1566883182031394,0,0,0
Uttar Pradesh,Etah,2026,1,132,29,-103,0,0.18991944933059984,0,0,0
Uttar Pradesh,Etawah,2026,1,109,34,-75,0,0.19330029221951023,0,0,0
Uttar Pradesh,Faizabad,2026,1,171,30,-141,0,0.1765571831810615,0,0,0
Uttar Pradesh,Farrukhabad,2026,1,164,28,-136,0,0.15970603328008887,0,0,0
Uttar Pradesh,Fatehpur,2026,1,182,64,-118,0,0.15647629457443585,0,0,0
Uttar Pradesh,Firozabad,2026,1,77,73,-4,0,0.1545508434305109,0,0,0
Uttar Pradesh,Gautam Buddha Nagar,2026,1,169,77,-92,0,0.15663430952934054,0,0,0
Uttar Pradesh,Ghaziabad,2026,1,345,108,-237,0,0.1382582251900072,0,0,0
Uttar Pradesh,Ghazipur,2026,1,292,85,-207,0,0.12962680100975194,0,0,0
Uttar Pradesh,Gonda,2026,1,345,73,-272,0,0.13842080564545628,0,0,0
Uttar Pradesh,Gorakhpur,2026,1,234,108,-126,0,0.09869420526806655,0,0,0
Uttar Pradesh,Hamirpur,2026,1,64,12,-52,0,0.21267309071492418,0,0,0
Uttar Pradesh,Hapur,2026,1,97,33,-64,0,0.19387524103050646,0,0,0
Uttar Pradesh,Hardoi,2026,1,424,78,-346,0,0.1331403964330254,0,0,0
Uttar Pradesh,Hathras,2026,1,191,54,-137,0,0.1936722719662477,0,0,0
Uttar Pradesh,Jalaun,2026,1,137,38,-99,0,0.19468409350802957,0,0,0
Uttar Pradesh,Jaunpur,2026,1,438,113,-325,0,0.12666988938665424,0,0,0
Uttar Pradesh,Jhansi,2026,1,198,28,-170,0,0.1817645034850931,0,0,0
Uttar Pradesh,Jyotiba Phule Nagar,2026,1,0,0,0,0,0.22977775205298745,0,0,0
Uttar Pradesh,Kannauj,2026,1,189,55,-134,0,0.19155255280365152,0,0,0
Uttar Pradesh,Kanpur Dehat,2026,1,138,47,-91,0,0.18848247590511308,0,0,0
Uttar Pradesh,Kanpur Nagar,2026,1,277,93,-184,0,0.11446929551519447,0,0,0
Uttar Pradesh,Kasganj,2026,1,203,35,-168,0,0.19607132309215625,0,0,0
Uttar Pradesh,Kaushambi,2026,1,229,36,-193,0,0.19327396238121702,0,0,0
Uttar Pradesh,Kheri,2026,1,377,88,-289,0,0.1321763993809617,0,0,0
Uttar Pradesh,Kushi Nagar,2025,27,0,0,0,0,0.058180572777302486,0,0,0
Uttar Pradesh,Kushinagar,2026,1,248,107,-141,0,0.11367529697683659,0,0,0
Uttar Pradesh,Lalitpur,2026,1,128,25,-103,0,0.21165920090538154,0,0,0
Uttar Pradesh,Lucknow,2026,1,513,81,-432,0,0.08134777327108073,0,0,0
Uttar Pradesh,Maharajganj,2026,1,382,68,-314,0,0.12295421832973202,0,0,0
Uttar Pradesh,Mahoba,2026,1,133,13,-120,0,0.20000299048645614,0,0,0
Uttar Pradesh,Mahrajganj,2026,1,-1,0,1,0,0.22023305520082254,0,0,0
Uttar Pradesh,Mainpuri,2026,1,114,46,-68,0,0.1560148024753173,0,0,0
Uttar Pradesh,Mathura,2026,1,291,66,-225,0,0.1511269964675948,0,0,0
Uttar Pradesh,Mau,2026,1,158,71,-87,0,0.1617573768510157,0,0,0
Uttar Pradesh,Meerut,2026,1,285,112,-173,0,0.14405168996001927,0,0,0
Uttar Pradesh,Mirzapur,2026,1,286,49,-237,0,0.17644102858661298,0,0,0
Uttar Pradesh,Moradabad,2026,1,368,64,-304,0,0.17288533309500465,0,0,0
Uttar Pradesh,Muzaffarnagar,2026,1,328,75,-253,0,0.18910096878057592,0,0,0
Uttar Pradesh,Pilibhit,2026,1,258,49,-209,0,0.20154400262252048,0,0,0
Uttar Pradesh,Pratapgarh,2026,1,206,69,-137,0,0.161078851357925,0,0,0
Uttar Pradesh,Prayagraj,2026,1,25,26,1,0,0.21943890291806384,0,0,0
Uttar Pradesh,Rae Bareli,2026,1,213,72,-141,0,0.15379220698687496,0,0,0
Uttar Pradesh,Raebareli,2025,52,0,0,0,0,0.22883769135250992,0,0,0
Uttar Pradesh,Rampur,2026,1,253,57,-196,0,0.17064201427700415,0,0,0
Uttar Pradesh,Saharanpur,2026,1,327,95,-232,0,0.1695487553972886,0,0,0
Uttar Pradesh,Sambhal,2026,1,200,56,-144,0,0.1612669961247593,0,0,0
Uttar Pradesh,Sant Kabir Nagar,2026,1,202,41,-161,0,0.16476330252043875,0,0,0
Uttar Pradesh,Sant Ravidas Nagar,2026,1,118,29,-89,0,0.18869109730821626,0,0,0
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,2026,1,-1,0,1,0,0.22194383929593559,0,0,0
Uttar Pradesh,Shahjahanpur,2026,1,231,59,-172,0,0.17697106757755315,0,0,0
Uttar Pradesh,Shamli,2026,1,231,49,-182,0,0.1898231127624867,0,0,0
Uttar Pradesh,Shravasti,2025,27,0,0,0,0,0.02976134624785065,0,0,0
Uttar Pradesh,Shrawasti,2026,1,65,29,-36,0,0.18798838332314938,0,0,0
Uttar Pradesh,Siddharth Nagar,2025,27,0,0,0,1,-0.02767859004203177,0,0,1
Uttar Pradesh,Siddharthnagar,2026,1,347,74,-273,0,0.12568150876552192,0,0,0
Uttar Pradesh,Sitapur,2026,1,500,94,-406,0,0.1270730369438972,0,0,0
Uttar Pradesh,Sonbhadra,2026,1,249,65,-184,0,0.1981832739096563,0,0,0
Uttar Pradesh,Sultanpur,2026,1,196,63,-133,0,0.16228637354030756,0,0,0
Uttar Pradesh,Unnao,2026,1,265,59,-206,0,0.13913443918248408,0,0,0
Uttar Pradesh,Varanasi,2026,1,468,89,-379,0,0.13066459146210951,0,0,0
Uttarakhand,Almora,2026,1,186,14,-172,0,0.19799042510815307,0,0,0
Uttarakhand,Bageshwar,2026,1,47,-1,-48,0,0.12915114629073526,0,0,0
Uttarakhand,Chamoli,2026,1,198,-1,-199,1,-0.029923025969880723,0,0,1
Uttarakhand,Champawat,2026,1,123,-1,-124,0,0.0017741085495960318,0,0,0
Uttarakhand,Dehradun,2026,1,654,45,-609,0,0.19978566088926247,0,0,0
Uttarakhand,Garhwal,2026,1,0,0,0,0,0.22883769135250992,0,0,0
Uttarakhand,Hardwar,2026,1,-1,-1,0,0,0.22509819554917515,0,0,0
Uttarakhand,Haridwar,2026,1,1210,61,-1149,0,0.1711095113974272,0,0,0
Uttarakhand,Nainital,2026,1,336,38,-298,0,0.21185921851661993,0,0,0
Uttarakhand,Pauri Garhwal,2026,1,231,13,-218,0,0.18817626565067258,0,0,0
Uttarakhand,Pithoragarh,2026,1,220,-1,-221,1,-0.03493098571318631,0,0,1
Uttarakhand,Rudraprayag,2026,1,104,-1,-105,0,0.016188946894578282,0,0,0
Uttarakhand,Tehri Garhwal,2026,1,295,-1,-296,1,-0.04915532992089555,0,0,1
Uttarakhand,Udham Singh Nagar,2026,1,835,56,-779,0,0.19152693462466264,0,0,0
Uttarakhand,Uttarkashi,2026,1,118,-1,-119,0,0.008113074919512187,0,0,0
Uttaranchal,Almora,2025,37,0,0,0,0,0.22883769135250992,0,0,0
Uttaranchal,Garhwal,2025,49,0,0,0,0,0.22883769135250992,0,0,0
Uttaranchal,Tehri Garhwal,2025,52,0,0,0,0,0.22883769135250992,0,0,0
Uttaranchal,Udham Singh Nagar,2025,51,0,0,0,0,0.22883769135250992,0,0,0
WEST BENGAL,HOOGHLY,2026,1,0,0,0,0,0.22883769135250992,0,0,0
WEST BENGAL,HOWRAH,2025,52,-1,0,1,0,0.22023305520082254,0,0,0
WEST BENGAL,hooghly,2025,52,0,0,0,0,0.22883769135250992,0,0,0
WESTBENGAL,HOOGHLY,2026,1,0,0,0,0,0.22883769135250992,0,0,0
West  Bengal,Hooghly,2026,1,-1,0,1,0,0.22023305520082254,0,0,0
West Bangal,Hooghly,2026,1,0,0,0,0,0.22883769135250992,0,0,0
West Bangal,Howrah,2025,52,0,0,0,0,0.22883769135250992,0,0,0
West Bangal,South 24 Parganas,2026,1,0,0,0,0,0.22883769135250992,0,0,0
West Bengal,24 Paraganas North,2025,27,0,0,0,1,-0.026072107286669977,0,0,1
West Bengal,24 Paraganas South,2025,27,0,0,0,0,0.2049111186107977,0,0,0
West Bengal,Alipurduar,2026,1,22,-1,-23,0,0.1640365737686888,0,0,0
West Bengal,Bally Jagachha,2025,52,0,0,0,0,0.22883769135250992,0,0,0
West Bengal,Bankura,2026,1,286,79,-207,0,0.19422284122894218,0,0,0
West Bengal,Barddhaman,2026,1,417,79,-338,0,0.18036652845058654,0,0,0
West Bengal,Bardhaman,2026,1,18,-1,-19,0,0.18110001066147263,0,0,0
West Bengal,Birbhum,2026,1,317,65,-252,0,0.20179980570844736,0,0,0
West Bengal,Burdwan,2025,44,0,0,0,0,0.22883769135250992,0,0,0
West Bengal,Cooch Behar,2026,1,113,80,-33,0,0.20276564088101656,0,0,0
West Bengal,Coochbehar,2025,27,0,0,0,1,-0.026072107286669977,0,0,1
West Bengal,Dakshin Dinajpur,2026,1,107,35,-72,0,0.2182528715933576,0,0,0
West Bengal,Darjeeling,2026,1,104,16,-88,0,0.2112203949127041,0,0,0
West Bengal,Darjiling,2026,1,-1,0,1,0,0.22194383929593559,0,0,0
West Bengal,Dinajpur Dakshin,2025,27,0,0,0,0,0.15728991678335302,0,0,0
West Bengal,Dinajpur Uttar,2025,27,0,0,0,1,-0.047885488926648345,0,0,1
West Bengal,Domjur,2025,49,0,0,0,0,0.22883769135250992,0,0,0
West Bengal,East Midnapore,2026,1,17,-1,-18,0,0.18086109251467009,0,0,0
West Bengal,East Midnapur,2025,52,0,0,0,0,0.22883769135250992,0,0,0
West Bengal,East midnapore,2025,50,0,0,0,0,0.22883769135250992,0,0,0
West Bengal,HOOGHLY,2025,52,0,0,0,0,0.22883769135250992,0,0,0
West Bengal,HOWRAH,2026,1,0,0,0,0,0.22883769135250992,0,0,0
West Bengal,Haora,2026,1,35,-1,-36,0,0.1283455373630728,0,0,0
West Bengal,Hawrah,2025,52,0,0,0,0,0.22883769135250992,0,0,0
West Bengal,Hooghiy,2025,52,0,-1,-1,0,0.2072175282209182,0,0,0
West Bengal,Hooghly,2026,1,340,104,-236,0,0.16849547526221664,0,0,0
West Bengal,Howrah,2026,1,163,50,-113,0,0.1846830081648797,0,0,0
West Bengal,Hugli,2026,1,-1,-1,0,0,0.22509819554917515,0,0,0
West Bengal,Jalpaiguri,2026,1,236,63,-173,0,0.1625371801473901,0,0,0
West Bengal,Jhargram,2026,1,13,-1,-14,0,0.19408901846760995,0,0,0
West Bengal,KOLKATA,2025,51,0,0,0,0,0.22883769135250992,0,0,0
West Bengal,Kalimpong,2026,1,10,-1,-11,0,0.1978167547106746,0,0,0
West Bengal,Koch Bihar,2026,1,20,-1,-21,0,0.16680090950086995,0,0,0
West Bengal,Kolkata,2026,1,202,38,-164,0,0.1770258387094954,0,0,0
West Bengal,MALDA,2026,1,-1,0,1,0,0.22023305520082254,0,0,0
West Bengal,Malda,2026,1,292,121,-171,0,0.15449804541099493,0,0,0
West Bengal,Maldah,2026,1,23,16,-7,0,0.21953293713432076,0,0,0
West Bengal,Medinipur,2026,1,0,0,0,0,0.22883769135250992,0,0,0
West Bengal,Medinipur West,2025,27,0,0,0,0,0.1609480191955433,0,0,0
West Bengal,Murshidabad,2026,1,508,173,-335,0,0.157366240123046,0,0,0
West Bengal,NADIA,2025,52,0,0,0,0,0.22883769135250992,0,0,0
West Bengal,Nadia,2026,1,234,68,-166,0,0.18750080633251298,0,0,0
West Bengal,Naihati Anandabazar,2025,44,0,0,0,0,0.22883769135250992,0,0,0
West Bengal,North 24 Parganas,2026,1,520,115,-405,0,0.15675620018774994,0,0,0
West Bengal,North Dinajpur,2026,1,-1,-1,0,0,0.22509819554917515,0,0,0
West Bengal,North Twenty Four Parganas,2026,1,15,-1,-16,0,0.1915331328073912,0,0,0
West Bengal,Paschim Bardhaman,2026,1,19,-1,-20,0,0.1756153691640328,0,0,0
West Bengal,Paschim Medinipur,2026,1,331,75,-256,0,0.17207120697250616,0,0,0
West Bengal,Purba Bardhaman,2026,1,35,22,-13,0,0.215915664040506,0,0,0
West Bengal,Purba Medinipur,2026,1,236,60,-176,0,0.2156480993300786,0,0,0
West Bengal,Purulia,2026,1,-1,-1,0,0,0.22545250740149558,0,0,0
West Bengal,Puruliya,2026,1,182,101,-81,0,0.16074729938638915,0,0,0
West Bengal,South  Twenty Four Parganas,2025,50,0,0,0,0,0.22883769135250992,0,0,0
West Bengal,South 24 Pargana,2026,1,0,0,0,0,0.22977775205298745,0,0,0
West Bengal,South 24 Parganas,2026,1,443,144,-299,0,0.10670604752894425,0,0,0
West Bengal,South 24 pargana,2025,45,0,0,0,0,0.22883769135250992,0,0,0
West Bengal,South 24 parganas,2025,50,0,0,0,0,0.22883769135250992,0,0,0
West Bengal,South Dinajpur,2026,1,-1,-1,0,0,0.22509819554917515,0,0,0
West Bengal,South DumDum(M),2025,50,0,0,0,0,0.22883769135250992,0,0,0
West Bengal,South Twenty Four Parganas,2026,1,25,15,-10,0,0.2151074292013347,0,0,0
West Bengal,Uttar Dinajpur,2026,1,142,75,-67,0,0.14895688904920595,0,0,0
West Bengal,West Medinipur,2025,52,0,0,0,0,0.22883769135250992,0,0,0
West Bengal,West Midnapore,2026,1,20,-1,-21,0,0.17044787286730223,0,0,0
West Bengal,east midnapore,2025,44,0,0,0,0,0.22883769135250992,0,0,0
West Bengal,hooghly,2026,1,0,0,0,0,0.22883769135250992,0,0,0
West Bengal,nadia,2025,51,0,0,0,0,0.22883769135250992,0,0,0
West Bengli,Hooghly,2025,49,0,0,0,0,0.22883769135250992,0,0,0
West bengal,Hooghly,2025,49,0,0,0,0,0.22883769135250992,0,0,0
West bengal,South 24 Parganas,2025,52,0,0,0,0,0.22883769135250992,0,0,0
West bengal,hooghly,2026,1,0,0,0,0,0.22883769135250992,0,0,0
Westbengal,Hooghly,2026,1,0,0,0,0,0.22883769135250992,0,0,0
Westbengal,Howrah,2025,49,0,0,0,0,0.22883769135250992,0,0,0
andhra pradesh,chittoor,2025,52,0,0,0,0,0.22883769135250992,0,0,0
andhra pradesh,rangareddi,2025,52,0,0,0,0,0.22883769135250992,0,0,0
odisha,Gajapati,2025,50,0,0,0,0,0.22883769135250992,0,0,0
west Bengal,South 24 Parganas,2025,51,0,0,0,0,0.22883769135250992,0,0,0
