state,district,ds,yhat,yhat_lower,yhat_upper
Assam,Dhemaji,2026-01-25,0.0,0.0,0.0
Assam,Dhemaji,2026-02-01,11430.077190757724,11367.796913368284,11495.161210199887
Assam,Dhubri,2026-01-11,0.0,0.0,0.0
Assam,Dhubri,2026-01-18,0.0,0.0,0.0
Assam,Dhubri,2026-01-25,0.0,0.0,0.0
Assam,Dhubri,2026-02-01,26612.663023661957,26452.373670695943,26765.00851242959
Assam,Dibrugarh,2026-01-11,292.9166888517502,232.9686876137078,354.7329542168322
Assam,Dibrugarh,2026-01-18,3734.4906727554317,3672.077324103298,3793.0150078065517
Assam,Dibrugarh,2026-01-25,15477.08169282983,15407.940186364098,15537.330910879351
Assam,Dibrugarh,2026-02-01,37090.44358657414,37028.75754812691,37156.79730887422
Assam,Dima Hasao,2026-01-11,0.0,0.0,2.0036688421433823e-09
Assam,Dima Hasao,2026-01-18,0.0,0.0,2.288020337860156e-09
Assam,Dima Hasao,2026-01-25,0.0,0.0,2.7507451234928185e-09
Assam,Dima Hasao,2026-02-01,0.0,0.0,3.3511543247478477e-09
Assam,Goalpara,2026-01-11,0.0,0.0,0.0
Assam,Goalpara,2026-01-18,0.0,0.0,0.0
Assam,Goalpara,2026-01-25,0.0,0.0,0.0
Assam,Goalpara,2026-02-01,0.0,0.0,0.0
Assam,Golaghat,2026-01-11,0.0,0.0,0.0
Assam,Golaghat,2026-01-18,0.0,0.0,0.0
Assam,Golaghat,2026-01-25,0.0,0.0,0.0
Assam,Golaghat,2026-02-01,0.0,0.0,0.0
Assam,Hailakandi,2026-01-11,0.0,0.0,0.0
Assam,Hailakandi,2026-01-18,0.0,0.0,0.0
Assam,Hailakandi,2026-01-25,0.0,0.0,0.0
Assam,Hailakandi,2026-02-01,0.0,0.0,0.0
Assam,Hojai,2026-01-11,0.0,0.0,0.0
Assam,Hojai,2026-01-18,0.0,0.0,0.0
Assam,Hojai,2026-01-25,0.0,0.0,0.0
Assam,Hojai,2026-02-01,0.0,0.0,0.0
Assam,Jorhat,2026-01-11,0.0,0.0,0.0
Assam,Jorhat,2026-01-18,0.0,0.0,0.0
Assam,Jorhat,2026-01-25,0.0,0.0,0.0
Assam,Jorhat,2026-02-01,2974.912769585751,2837.976427399959,3105.1811811938774
Assam,Kamrup,2026-01-11,0.0,0.0,0.0
Assam,Kamrup,2026-01-18,0.0,0.0,0.0
Assam,Kamrup,2026-01-25,0.0,0.0,0.0
Assam,Kamrup,2026-02-01,0.0,0.0,0.0
Assam,Kamrup Metro,2026-01-11,0.0,0.0,0.0
Assam,Kamrup Metro,2026-01-18,2097.549926711441,2060.9401694612206,2134.8115856457553
Assam,Kamrup Metro,2026-01-25,13624.492465087189,13586.125076868546,13661.16148409607
Assam,Kamrup Metro,2026-02-01,37907.002562908514,37868.897325163125,37944.49173733267
Assam,Karbi Anglong,2026-01-11,0.0,0.0,0.0
Assam,Karbi Anglong,2026-01-18,0.0,0.0,0.0
Assam,Karbi Anglong,2026-01-25,0.0,0.0,0.0
Assam,Karbi Anglong,2026-02-01,0.0,0.0,0.0
Assam,Karimganj,2026-01-11,0.0,0.0,0.0
Assam,Karimganj,2026-01-18,0.0,0.0,0.0
Assam,Karimganj,2026-01-25,0.0,0.0,0.0
Assam,Karimganj,2026-02-01,0.0,0.0,0.0
Assam,Kokrajhar,2026-01-11,0.0,0.0,0.0
Assam,Kokrajhar,2026-01-18,0.0,0.0,0.0
Assam,Kokrajhar,2026-01-25,0.0,0.0,0.0
Assam,Kokrajhar,2026-02-01,0.0,0.0,0.0
Assam,Lakhimpur,2026-01-11,0.0,0.0,0.0
Assam,Lakhimpur,2026-01-18,0.0,0.0,0.0
Assam,Lakhimpur,2026-01-25,0.0,0.0,0.0
Assam,Lakhimpur,2026-02-01,0.0,0.0,0.0
Assam,Majuli,2026-01-11,0.0,0.0,0.0
Assam,Majuli,2026-01-18,0.0,0.0,0.0
Assam,Majuli,2026-01-25,0.0,0.0,0.0
Assam,Majuli,2026-02-01,0.0,0.0,0.0
Assam,Marigaon,2026-01-11,0.0,0.0,0.0
Assam,Marigaon,2026-01-18,0.0,0.0,0.0
Assam,Marigaon,2026-01-25,0.0,0.0,0.0
Assam,Marigaon,2026-02-01,0.0,0.0,0.0
Assam,Nagaon,2026-01-11,0.0,0.0,0.0
Assam,Nagaon,2026-01-18,0.0,0.0,0.0
Assam,Nagaon,2026-01-25,0.0,0.0,0.0
Assam,Nagaon,2026-02-01,0.0,0.0,0.0
Assam,Nalbari,2026-01-11,0.0,0.0,0.0
Assam,Nalbari,2026-01-18,0.0,0.0,0.0
Assam,Nalbari,2026-01-25,0.0,0.0,0.0
Assam,Nalbari,2026-02-01,0.0,0.0,0.0
Assam,North Cachar Hills,2026-01-11,51.34717932098647,30.486310790024437,72.83257120173248
Assam,North Cachar Hills,2026-01-18,593.3302676928818,571.7962709021895,613.5739918595276
Assam,North Cachar Hills,2026-01-25,2671.6628028643086,2650.8544471094046,2693.971200093573
Assam,North Cachar Hills,2026-02-01,6726.553085274769,6705.529613476574,6746.680567844771
Assam,Sibsagar,2026-01-11,0.0,0.0,0.0
Assam,Sibsagar,2026-01-18,0.0,0.0,0.0
Assam,Sibsagar,2026-01-25,0.0,0.0,0.0
Assam,Sibsagar,2026-02-01,0.0,0.0,0.0
Assam,Sivasagar,2025-07-14,0.0,0.0,0.0
Assam,Sivasagar,2025-07-21,0.0,0.0,0.0
Assam,Sivasagar,2025-07-28,0.0,0.0,0.0
Assam,Sivasagar,2025-08-04,0.0,0.0,0.0
Assam,Sonitpur,2026-01-11,0.0,0.0,0.0
Assam,Sonitpur,2026-01-18,0.0,0.0,0.0
Assam,Sonitpur,2026-01-25,0.0,0.0,0.0
Assam,Sonitpur,2026-02-01,0.0,0.0,0.0
Assam,South Salmara Mankachar,2026-01-11,0.0,0.0,0.0
Assam,South Salmara Mankachar,2026-01-18,0.0,0.0,0.0
Assam,South Salmara Mankachar,2026-01-25,0.0,0.0,0.0
Assam,South Salmara Mankachar,2026-02-01,0.0,0.0,0.0
Assam,Sribhumi,2026-01-11,0.0,0.0,2.1191991161244468e-09
Assam,Sribhumi,2026-01-18,0.0,0.0,3.086041427249592e-09
Assam,Sribhumi,2026-01-25,0.0,0.0,5.0668833915618735e-09
Assam,Sribhumi,2026-02-01,0.0,0.0,7.324656591027224e-09
Assam,Tamulpur District,2026-01-11,0.0,0.0,2.057739272190335e-09
Assam,Tamulpur District,2026-01-18,0.0,0.0,2.891043558723977e-09
Assam,Tamulpur District,2026-01-25,0.0,0.0,4.3398186768736245e-09
Assam,Tamulpur District,2026-02-01,0.0,0.0,5.923452212112819e-09
Assam,Tinsukia,2026-01-11,0.0,0.0,0.0
Assam,Tinsukia,2026-01-18,0.0,0.0,0.0
Assam,Tinsukia,2026-01-25,0.0,0.0,0.0
Assam,Tinsukia,2026-02-01,0.0,0.0,0.0
Assam,Udalguri,2026-01-11,0.0,0.0,0.0
Assam,Udalguri,2026-01-18,0.0,0.0,0.0
Assam,Udalguri,2026-01-25,0.0,0.0,0.0
Assam,Udalguri,2026-02-01,0.0,0.0,0.0
Assam,West Karbi Anglong,2026-01-11,0.0,0.0,0.0
Assam,West Karbi Anglong,2026-01-18,0.0,0.0,0.0
Assam,West Karbi Anglong,2026-01-25,0.0,0.0,0.0
Assam,West Karbi Anglong,2026-02-01,0.0,0.0,0.0
Bihar,Araria,2026-01-11,0.0,0.0,0.0
Bihar,Araria,2026-01-18,0.0,0.0,0.0
Bihar,Araria,2026-01-25,0.0,0.0,0.0
Bihar,Araria,2026-02-01,0.0,0.0,0.0
Bihar,Arwal,2026-01-11,0.0,0.0,0.0
Bihar,Arwal,2026-01-18,0.0,0.0,0.0
Bihar,Arwal,2026-01-25,0.0,0.0,0.0
Bihar,Arwal,2026-02-01,0.0,0.0,0.0
Bihar,Aurangabad,2026-01-11,0.0,0.0,0.0
Bihar,Aurangabad,2026-01-18,0.0,0.0,0.0
Bihar,Aurangabad,2026-01-25,0.0,0.0,0.0
Bihar,Aurangabad,2026-02-01,0.0,0.0,0.0
Bihar,Aurangabad(BH),2026-01-11,0.0,0.0,2.0407420009133223e-09
Bihar,Aurangabad(BH),2026-01-18,0.0,0.0,2.6554184822819355e-09
Bihar,Aurangabad(BH),2026-01-25,0.0,0.0,4.367387462471605e-09
Bihar,Aurangabad(BH),2026-02-01,0.0,0.0,6.068180594543839e-09
Bihar,Aurangabad(bh),2026-01-11,0.0,0.0,1.967650860849162e-09
Bihar,Aurangabad(bh),2026-01-18,0.0,0.0,2.776129092822266e-09
Bihar,Aurangabad(bh),2026-01-25,0.0,0.0,4.486306428482489e-09
Bihar,Aurangabad(bh),2026-02-01,0.0,0.0,6.281153935193229e-09
Bihar,Banka,2026-01-11,0.0,0.0,0.0
Bihar,Banka,2026-01-18,0.0,0.0,0.0
Bihar,Banka,2026-01-25,0.0,0.0,0.0
Bihar,Banka,2026-02-01,0.0,0.0,0.0
Bihar,Begusarai,2026-01-11,0.0,0.0,0.0
Bihar,Begusarai,2026-01-18,0.0,0.0,0.0
Bihar,Begusarai,2026-01-25,0.0,0.0,0.0
Bihar,Begusarai,2026-02-01,0.0,0.0,0.0
Bihar,Bhabua,2026-01-11,0.0,0.0,2.044286454301841e-09
Bihar,Bhabua,2026-01-18,0.0,0.0,2.6736208691087403e-09
Bihar,Bhabua,2026-01-25,0.0,0.0,4.447199769258724e-09
Bihar,Bhabua,2026-02-01,0.0,0.0,6.351217096256497e-09
Bihar,Bhagalpur,2026-01-11,0.0,0.0,0.0
Bihar,Bhagalpur,2026-01-18,0.0,0.0,0.0
Bihar,Bhagalpur,2026-01-25,0.0,0.0,0.0
Bihar,Bhagalpur,2026-02-01,0.0,0.0,0.0
Bihar,Bhojpur,2026-01-11,0.0,0.0,0.0
Bihar,Bhojpur,2026-01-18,0.0,0.0,0.0
Bihar,Bhojpur,2026-01-25,0.0,0.0,0.0
Bihar,Bhojpur,2026-02-01,0.0,0.0,0.0
Bihar,Buxar,2026-01-11,0.0,0.0,0.0
Bihar,Buxar,2026-01-18,0.0,0.0,0.0
Bihar,Buxar,2026-01-25,0.0,0.0,0.0
Bihar,Buxar,2026-02-01,0.0,0.0,0.0
Bihar,Darbhanga,2026-01-11,0.0,0.0,0.0
Bihar,Darbhanga,2026-01-18,0.0,0.0,0.0
Bihar,Darbhanga,2026-01-25,0.0,0.0,0.0
Bihar,Darbhanga,2026-02-01,0.0,0.0,0.0
Bihar,East Champaran,2026-01-11,0.0,0.0,0.0
Bihar,East Champaran,2026-01-18,0.0,0.0,0.0
Bihar,East Champaran,2026-01-25,0.0,0.0,0.0
Bihar,East Champaran,2026-02-01,0.0,0.0,0.0
Bihar,Gaya,2026-01-11,0.0,0.0,0.0
Bihar,Gaya,2026-01-18,0.0,0.0,0.0
Bihar,Gaya,2026-01-25,0.0,0.0,0.0
Bihar,Gaya,2026-02-01,0.0,0.0,0.0
Bihar,Gopalganj,2026-01-11,0.0,0.0,0.0
Bihar,Gopalganj,2026-01-18,0.0,0.0,0.0
Bihar,Gopalganj,2026-01-25,0.0,0.0,0.0
Bihar,Gopalganj,2026-02-01,0.0,0.0,0.0
Bihar,Jamui,2026-01-11,0.0,0.0,0.0
Bihar,Jamui,2026-01-18,0.0,0.0,0.0
Bihar,Jamui,2026-01-25,0.0,0.0,0.0
Bihar,Jamui,2026-02-01,0.0,0.0,0.0
Bihar,Jehanabad,2026-01-11,0.0,0.0,0.0
Bihar,Jehanabad,2026-01-18,0.0,0.0,0.0
Bihar,Jehanabad,2026-01-25,0.0,0.0,0.0
Bihar,Jehanabad,2026-02-01,0.0,0.0,0.0
Bihar,Kaimur (Bhabua),2026-01-11,0.0,0.0,0.0
Bihar,Kaimur (Bhabua),2026-01-18,0.0,0.0,0.0
Bihar,Kaimur (Bhabua),2026-01-25,0.0,0.0,0.0
Bihar,Kaimur (Bhabua),2026-02-01,0.0,0.0,0.0
Bihar,Katihar,2026-01-11,0.0,0.0,0.0
Bihar,Katihar,2026-01-18,0.0,0.0,0.0
Bihar,Katihar,2026-01-25,0.0,0.0,0.0
Bihar,Katihar,2026-02-01,0.0,0.0,0.0
Bihar,Khagaria,2026-01-11,0.0,0.0,0.0
Bihar,Khagaria,2026-01-18,0.0,0.0,0.0
Bihar,Khagaria,2026-01-25,0.0,0.0,0.0
Bihar,Khagaria,2026-02-01,0.0,0.0,0.0
Bihar,Kishanganj,2026-01-11,0.0,0.0,0.0
Bihar,Kishanganj,2026-01-18,0.0,0.0,0.0
Bihar,Kishanganj,2026-01-25,0.0,0.0,0.0
Bihar,Kishanganj,2026-02-01,0.0,0.0,0.0
Bihar,Lakhisarai,2026-01-11,0.0,0.0,0.0
Bihar,Lakhisarai,2026-01-18,0.0,0.0,0.0
Bihar,Lakhisarai,2026-01-25,0.0,0.0,0.0
Bihar,Lakhisarai,2026-02-01,0.0,0.0,0.0
Bihar,Madhepura,2026-01-11,0.0,0.0,0.0
Bihar,Madhepura,2026-01-18,0.0,0.0,0.0
Bihar,Madhepura,2026-01-25,0.0,0.0,0.0
Bihar,Madhepura,2026-02-01,0.0,0.0,0.0
Bihar,Madhubani,2026-01-11,0.0,0.0,0.0
Bihar,Madhubani,2026-01-18,0.0,0.0,0.0
Bihar,Madhubani,2026-01-25,0.0,0.0,0.0
Bihar,Madhubani,2026-02-01,0.0,0.0,0.0
Bihar,Monghyr,2026-01-11,0.0,0.0,1.9527996708128076e-09
Bihar,Monghyr,2026-01-18,0.0,0.0,2.7152214030917187e-09
Bihar,Monghyr,2026-01-25,0.0,0.0,4.1125712677151366e-09
Bihar,Monghyr,2026-02-01,0.0,0.0,5.9795016279252986e-09
Bihar,Munger,2026-01-11,0.0,0.0,0.0
Bihar,Munger,2026-01-18,0.0,0.0,0.0
Bihar,Munger,2026-01-25,0.0,0.0,0.0
Bihar,Munger,2026-02-01,0.0,0.0,0.0
Bihar,Muzaffarpur,2026-01-11,0.0,0.0,0.0
Bihar,Muzaffarpur,2026-01-18,0.0,0.0,0.0
Bihar,Muzaffarpur,2026-01-25,0.0,0.0,0.0
Bihar,Muzaffarpur,2026-02-01,0.0,0.0,0.0
Bihar,Nalanda,2026-01-11,0.0,0.0,0.0
Bihar,Nalanda,2026-01-18,0.0,0.0,0.0
Bihar,Nalanda,2026-01-25,0.0,0.0,0.0
Bihar,Nalanda,2026-02-01,0.0,0.0,0.0
Bihar,Nawada,2026-01-11,0.0,0.0,0.0
Bihar,Nawada,2026-01-18,0.0,0.0,0.0
Bihar,Nawada,2026-01-25,0.0,0.0,0.0
Bihar,Nawada,2026-02-01,0.0,0.0,0.0
Bihar,Pashchim Champaran,2026-01-11,0.0,0.0,0.0
Bihar,Pashchim Champaran,2026-01-18,0.0,0.0,0.0
Bihar,Pashchim Champaran,2026-01-25,0.0,0.0,0.0
Bihar,Pashchim Champaran,2026-02-01,0.0,0.0,0.0
Bihar,Patna,2026-01-11,0.0,0.0,0.0
Bihar,Patna,2026-01-18,0.0,0.0,0.0
Bihar,Patna,2026-01-25,0.0,0.0,0.0
Bihar,Patna,2026-02-01,0.0,0.0,0.0
Bihar,Purba Champaran,2026-01-11,0.0,0.0,2.0567071458500737e-09
Bihar,Purba Champaran,2026-01-18,0.0,0.0,3.1360427943505375e-09
Bihar,Purba Champaran,2026-01-25,0.0,0.0,4.6305712540031795e-09
Bihar,Purba Champaran,2026-02-01,0.0,0.0,6.026072663535286e-09
Bihar,Purbi Champaran,2025-07-13,0.0,0.0,1.905062038019735e-09
Bihar,Purbi Champaran,2025-07-20,0.0,0.0,2.299660100220929e-09
Bihar,Purbi Champaran,2025-07-27,0.0,0.0,2.6325666093419598e-09
Bihar,Purbi Champaran,2025-08-03,0.0,0.0,3.3744862232480836e-09
Bihar,Purnea,2026-01-11,0.0,0.0,0.0
Bihar,Purnea,2026-01-18,0.0,0.0,0.0
Bihar,Purnea,2026-01-25,0.0,0.0,0.0
Bihar,Purnea,2026-02-01,0.0,0.0,0.0
Bihar,Purnia,2026-01-11,0.0,0.0,0.0
Bihar,Purnia,2026-01-18,0.0,0.0,0.0
Bihar,Purnia,2026-01-25,0.0,0.0,0.0
Bihar,Purnia,2026-02-01,0.0,0.0,0.0
Bihar,Rohtas,2026-01-11,0.0,0.0,0.0
Bihar,Rohtas,2026-01-18,0.0,0.0,0.0
Bihar,Rohtas,2026-01-25,0.0,0.0,0.0
Bihar,Rohtas,2026-02-01,0.0,0.0,0.0
Bihar,Saharsa,2026-01-11,0.0,0.0,0.0
Bihar,Saharsa,2026-01-18,0.0,0.0,0.0
Bihar,Saharsa,2026-01-25,0.0,0.0,0.0
Bihar,Saharsa,2026-02-01,0.0,0.0,0.0
Bihar,Samastipur,2026-01-11,0.0,0.0,0.0
Bihar,Samastipur,2026-01-18,0.0,0.0,0.0
Bihar,Samastipur,2026-01-25,0.0,0.0,0.0
Bihar,Samastipur,2026-02-01,0.0,0.0,0.0
Bihar,Samstipur,2026-01-11,0.0,0.0,2.081270025692071e-09
Bihar,Samstipur,2026-01-18,0.0,0.0,3.0446916015068264e-09
Bihar,Samstipur,2026-01-25,0.0,0.0,5.150555390137704e-09
Bihar,Samstipur,2026-02-01,0.0,0.0,6.766049426494699e-09
Bihar,Saran,2026-01-11,0.0,0.0,0.0
Bihar,Saran,2026-01-18,0.0,0.0,0.0
Bihar,Saran,2026-01-25,0.0,0.0,0.0
Bihar,Saran,2026-02-01,0.0,0.0,0.0
Bihar,Sheikhpura,2026-01-11,0.0,0.0,0.0
Bihar,Sheikhpura,2026-01-18,0.0,0.0,0.0
Bihar,Sheikhpura,2026-01-25,0.0,0.0,0.0
Bihar,Sheikhpura,2026-02-01,0.0,0.0,0.0
Bihar,Sheikpura,2026-01-11,0.0,0.0,2.029046890848943e-09
Bihar,Sheikpura,2026-01-18,0.0,0.0,2.801283645961363e-09
Bihar,Sheikpura,2026-01-25,0.0,0.0,4.585234034266303e-09
Bihar,Sheikpura,2026-02-01,0.0,0.0,6.953791288404914e-09
Bihar,Sheohar,2026-01-11,0.0,0.0,0.0
Bihar,Sheohar,2026-01-18,0.0,0.0,0.0
Bihar,Sheohar,2026-01-25,0.0,0.0,0.0
Bihar,Sheohar,2026-02-01,0.0,0.0,0.0
Bihar,Sitamarhi,2026-01-11,0.0,0.0,0.0
Bihar,Sitamarhi,2026-01-18,0.0,0.0,0.0
Bihar,Sitamarhi,2026-01-25,0.0,0.0,0.0
Bihar,Sitamarhi,2026-02-01,0.0,0.0,0.0
Bihar,Siwan,2026-01-11,0.0,0.0,0.0
Bihar,Siwan,2026-01-18,0.0,0.0,0.0
Bihar,Siwan,2026-01-25,0.0,0.0,0.0
Bihar,Siwan,2026-02-01,0.0,0.0,0.0
Bihar,Supaul,2026-01-11,0.0,0.0,0.0
Bihar,Supaul,2026-01-18,0.0,0.0,0.0
Bihar,Supaul,2026-01-25,0.0,0.0,0.0
Bihar,Supaul,2026-02-01,0.0,0.0,0.0
Bihar,Vaishali,2026-01-11,0.0,0.0,0.0
Bihar,Vaishali,2026-01-18,0.0,0.0,0.0
Bihar,Vaishali,2026-01-25,0.0,0.0,0.0
Bihar,Vaishali,2026-02-01,0.0,0.0,0.0
Bihar,West Champaran,2026-01-11,0.0,0.0,0.0
Bihar,West Champaran,2026-01-18,0.0,0.0,0.0
Bihar,West Champaran,2026-01-25,0.0,0.0,0.0
Bihar,West Champaran,2026-02-01,0.0,0.0,0.0
Chandigarh,Chandigarh,2026-01-11,0.0,0.0,0.0
Chandigarh,Chandigarh,2026-01-18,0.0,0.0,0.0
Chandigarh,Chandigarh,2026-01-25,0.0,0.0,0.0
Chandigarh,Chandigarh,2026-02-01,0.0,0.0,0.0
Chandigarh,Mohali,2026-01-04,0.0,0.0,2.0893252246726722e-09
Chandigarh,Mohali,2026-01-11,0.0,0.0,2.792060022908863e-09
Chandigarh,Mohali,2026-01-18,0.0,0.0,4.14060582493975e-09
Chandigarh,Mohali,2026-01-25,0.0,0.0,6.173534810899589e-09
Chandigarh,Rupnagar,2026-01-04,0.0,0.0,2.044065771233656e-09
Chandigarh,Rupnagar,2026-01-11,0.0,0.0,2.9807336386960916e-09
Chandigarh,Rupnagar,2026-01-18,0.0,0.0,4.522229274609904e-09
Chandigarh,Rupnagar,2026-01-25,0.0,0.0,7.022450169921213e-09
Chhatisgarh,Raipur,2025-12-21,0.0,0.0,2.009911306001738e-09
Chhatisgarh,Raipur,2025-12-28,0.0,0.0,2.7325213647704873e-09
Chhatisgarh,Raipur,2026-01-04,0.0,0.0,4.1962252008134815e-09
Chhatisgarh,Raipur,2026-01-11,0.0,0.0,6.6446540121634906e-09
Chhattisgarh,Balod,2026-01-11,0.0,0.0,0.0
Chhattisgarh,Balod,2026-01-18,0.0,0.0,0.0
Chhattisgarh,Balod,2026-01-25,0.0,0.0,0.0
Chhattisgarh,Balod,2026-02-01,0.0,0.0,0.0
Chhattisgarh,Baloda Bazar,2026-01-11,0.0,0.0,0.0
Chhattisgarh,Baloda Bazar,2026-01-18,0.0,0.0,0.0
Chhattisgarh,Baloda Bazar,2026-01-25,0.0,0.0,0.0
Chhattisgarh,Baloda Bazar,2026-02-01,0.0,0.0,0.0
Chhattisgarh,Balrampur,2026-01-11,0.0,0.0,0.0
Chhattisgarh,Balrampur,2026-01-18,0.0,0.0,0.0
Chhattisgarh,Balrampur,2026-01-25,0.0,0.0,0.0
Chhattisgarh,Balrampur,2026-02-01,0.0,0.0,0.0
Chhattisgarh,Bastar,2026-01-11,0.0,0.0,0.0
Chhattisgarh,Bastar,2026-01-18,0.0,0.0,0.0
Chhattisgarh,Bastar,2026-01-25,0.0,0.0,0.0
Chhattisgarh,Bastar,2026-02-01,0.0,0.0,0.0
Chhattisgarh,Bemetara,2026-01-11,0.0,0.0,0.0
Chhattisgarh,Bemetara,2026-01-18,0.0,0.0,0.0
Chhattisgarh,Bemetara,2026-01-25,0.0,0.0,0.0
Chhattisgarh,Bemetara,2026-02-01,0.0,0.0,0.0
Chhattisgarh,Bijapur,2026-01-11,0.0,0.0,0.0
Chhattisgarh,Bijapur,2026-01-18,0.0,0.0,0.0
Chhattisgarh,Bijapur,2026-01-25,0.0,0.0,0.0
Chhattisgarh,Bijapur,2026-02-01,0.0,0.0,0.0
Chhattisgarh,Bilaspur,2026-01-11,0.0,0.0,0.0
Chhattisgarh,Bilaspur,2026-01-18,0.0,0.0,0.0
Chhattisgarh,Bilaspur,2026-01-25,0.0,0.0,0.0
Chhattisgarh,Bilaspur,2026-02-01,0.0,0.0,0.0
Chhattisgarh,Dakshin Bastar Dantewada,2026-01-11,0.0,0.0,0.0
Chhattisgarh,Dakshin Bastar Dantewada,2026-01-18,0.0,0.0,0.0
Chhattisgarh,Dakshin Bastar Dantewada,2026-01-25,0.0,0.0,0.0
Chhattisgarh,Dakshin Bastar Dantewada,2026-02-01,0.0,0.0,0.0
Chhattisgarh,Dantewada,2026-01-11,0.0,0.0,0.0
Chhattisgarh,Dantewada,2026-01-18,0.0,0.0,0.0
Chhattisgarh,Dantewada,2026-01-25,0.0,0.0,0.0
Chhattisgarh,Dantewada,2026-02-01,0.0,0.0,0.0
Chhattisgarh,Dhamtari,2026-01-11,0.0,0.0,0.0
Chhattisgarh,Dhamtari,2026-01-18,0.0,0.0,0.0
Chhattisgarh,Dhamtari,2026-01-25,0.0,0.0,0.0
Chhattisgarh,Dhamtari,2026-02-01,0.0,0.0,0.0
Chhattisgarh,Durg,2026-01-11,0.0,0.0,0.0
Chhattisgarh,Durg,2026-01-18,0.0,0.0,0.0
Chhattisgarh,Durg,2026-01-25,0.0,0.0,0.0
Chhattisgarh,Durg,2026-02-01,0.0,0.0,0.0
Chhattisgarh,Gariyaband,2026-01-11,0.0,0.0,0.0
Chhattisgarh,Gariyaband,2026-01-18,0.0,0.0,0.0
Chhattisgarh,Gariyaband,2026-01-25,0.0,0.0,0.0
Chhattisgarh,Gariyaband,2026-02-01,0.0,0.0,0.0
Chhattisgarh,Gaurela-pendra-marwahi,2026-01-11,0.0,0.0,0.0
Chhattisgarh,Gaurela-pendra-marwahi,2026-01-18,0.0,0.0,0.0
Chhattisgarh,Gaurela-pendra-marwahi,2026-01-25,0.0,0.0,0.0
Chhattisgarh,Gaurela-pendra-marwahi,2026-02-01,0.0,0.0,0.0
Chhattisgarh,Gaurella Pendra Marwahi,2025-07-14,0.0,0.0,0.0
Chhattisgarh,Gaurella Pendra Marwahi,2025-07-21,0.0,0.0,0.0
Chhattisgarh,Gaurella Pendra Marwahi,2025-07-28,0.0,0.0,0.0
Chhattisgarh,Gaurella Pendra Marwahi,2025-08-04,0.0,0.0,0.0
Chhattisgarh,Janjgir - Champa,2026-01-11,0.0,0.0,1.887710122521568e-09
Chhattisgarh,Janjgir - Champa,2026-01-18,0.0,0.0,2.9671258330713747e-09
Chhattisgarh,Janjgir - Champa,2026-01-25,0.0,0.0,4.354376075891905e-09
Chhattisgarh,Janjgir - Champa,2026-02-01,0.0,0.0,6.66918385560798e-09
Chhattisgarh,Janjgir Champa,2026-01-11,0.0,0.0,2.0832154392677315e-09
Chhattisgarh,Janjgir Champa,2026-01-18,0.0,0.0,2.9011950544620165e-09
Chhattisgarh,Janjgir Champa,2026-01-25,0.0,0.0,4.371389549330082e-09
Chhattisgarh,Janjgir Champa,2026-02-01,0.0,0.0,5.9617604620436865e-09
Chhattisgarh,Janjgir-champa,2026-01-11,0.0,0.0,0.0
Chhattisgarh,Janjgir-champa,2026-01-18,0.0,0.0,0.0
Chhattisgarh,Janjgir-champa,2026-01-25,0.0,0.0,0.0
Chhattisgarh,Janjgir-champa,2026-02-01,0.0,0.0,0.0
Chhattisgarh,Jashpur,2026-01-11,0.0,0.0,0.0
Chhattisgarh,Jashpur,2026-01-18,0.0,0.0,0.0
Chhattisgarh,Jashpur,2026-01-25,0.0,0.0,0.0
Chhattisgarh,Jashpur,2026-02-01,0.0,0.0,0.0
Chhattisgarh,Kabeerdham,2026-01-11,0.0,0.0,0.0
Chhattisgarh,Kabeerdham,2026-01-18,0.0,0.0,0.0
Chhattisgarh,Kabeerdham,2026-01-25,0.0,0.0,0.0
Chhattisgarh,Kabeerdham,2026-02-01,0.0,0.0,0.0
Chhattisgarh,Kanker,2026-01-11,0.0,0.0,0.0
Chhattisgarh,Kanker,2026-01-18,0.0,0.0,0.0
Chhattisgarh,Kanker,2026-01-25,0.0,0.0,0.0
Chhattisgarh,Kanker,2026-02-01,0.0,0.0,0.0
Chhattisgarh,Kawardha,2026-01-11,0.0,0.0,0.0
Chhattisgarh,Kawardha,2026-01-18,0.0,0.0,0.0
Chhattisgarh,Kawardha,2026-01-25,0.0,0.0,0.0
Chhattisgarh,Kawardha,2026-02-01,0.0,0.0,0.0
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2026-01-11,0.0,0.0,0.0
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2026-01-18,0.0,0.0,0.0
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2026-01-25,0.0,0.0,0.0
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2026-02-01,0.0,0.0,0.0
Chhattisgarh,Kondagaon,2026-01-11,0.0,0.0,0.0
Chhattisgarh,Kondagaon,2026-01-18,0.0,0.0,0.0
Chhattisgarh,Kondagaon,2026-01-25,0.0,0.0,0.0
Chhattisgarh,Kondagaon,2026-02-01,0.0,0.0,0.0
Chhattisgarh,Korba,2026-01-11,0.0,0.0,0.0
Chhattisgarh,Korba,2026-01-18,0.0,0.0,0.0
Chhattisgarh,Korba,2026-01-25,0.0,0.0,0.0
Chhattisgarh,Korba,2026-02-01,0.0,0.0,0.0
Chhattisgarh,Koriya,2026-01-11,0.0,0.0,0.0
